age,balance,campaign,pdays,previous,month_sin,month_cos,day_sin,day_cos,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,poutcome_other,poutcome_success
0.3076923076923077,0.1907483808514071,0.29032258064516125,0.0,0.0,0.06698729810778081,0.24999999999999978,0.07513255693619902,0.7638762679090525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4307692307692308,0.19574987899601262,0.03225806451612903,0.0,0.0,0.5000000000000001,0.0,0.9846606178605994,0.3730654346159256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5230769230769231,0.19687924954479452,0.0,0.0,0.0,0.2500000000000002,0.06698729810778059,1.0000000000000002,0.4733243142702281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.49230769230769234,0.2256666743494595,0.0967741935483871,0.0,0.0,0.2500000000000002,0.06698729810778059,0.3025686707480363,0.9593746881414906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3076923076923077,0.21819899970037107,0.0,0.0,0.0,0.24999999999999983,0.9330127018922194,0.10410400185652458,0.19187389186646897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1076923076923077,0.1981699587434024,0.0967741935483871,0.0,0.0,0.75,0.06698729810778065,0.21399881197870807,0.9101512281075304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.35384615384615387,0.18431788323691428,0.03225806451612903,0.0,0.0,0.5000000000000001,0.0,0.8628621245493158,0.8440834809192109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.49230769230769234,0.1943439279046719,0.03225806451612903,0.0,0.0,0.75,0.06698729810778065,0.17389520547362908,0.11835923182057967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1076923076923077,0.18604651162790697,0.03225806451612903,0.0,0.0,0.75,0.06698729810778065,0.7429628223056708,0.0604163419799284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2,0.1720100490930463,0.03225806451612903,0.0,0.0,0.06698729810778081,0.24999999999999978,0.9948693233918953,0.5746226519476535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
